0.778594771242;(0.0011695153724484708, 0.26905739359245184, 0.5524542262418702, 'RBF')
0.826797385621;(0.008779643048467234, 0.49919641853230423, 0.3342547691678701, 'RBF')
0.826797385621;(0.008779643048467234, 0.49919641853230423, 0.3342547691678701, 'RBF')
0.843954248366;[0.0011695153724484708, 0.17441435925973714, 0.3837029966392609, 'Linear']
0.843954248366;[0.0011695153724484708, 0.17441435925973714, 0.3837029966392609, 'Linear']
0.843954248366;[0.0011695153724484708, 0.17441435925973714, 0.3837029966392609, 'Linear']
0.846405228758;[0.0011695153724484708, 0.17441435925973714, 0.26937523098184857, 'Linear']
0.850490196078;[0.0011695153724484708, 0.17441435925973714, 0.26937523098184857, 'RBF']
0.852124183007;[0.0011695153724484708, 0.49919641853230423, 0.3837029966392609, 'Linear']
0.852124183007;[0.0011695153724484708, 0.49919641853230423, 0.3837029966392609, 'Linear']
0.852124183007;[0.0011695153724484708, 0.49919641853230423, 0.3837029966392609, 'Linear']
0.852124183007;[0.0011695153724484708, 0.49919641853230423, 0.3837029966392609, 'Linear']
0.864379084967;[0.0011695153724484708, 0.17441435925973714, 0.3837029966392609, 'RBF']
0.864379084967;[0.0011695153724484708, 0.17441435925973714, 0.3837029966392609, 'RBF']
0.864379084967;[0.0011695153724484708, 0.17441435925973714, 0.3837029966392609, 'RBF']
0.864379084967;[0.0011695153724484708, 0.17441435925973714, 0.3837029966392609, 'RBF']
0.864379084967;[0.0011695153724484708, 0.17441435925973714, 0.3837029966392609, 'RBF']
