0.781862745098;(0.9600745856420749, True, 0.16271174047980252, True, 69)
0.781862745098;(0.9600745856420749, True, 0.16271174047980252, True, 69)
0.781862745098;(0.9600745856420749, True, 0.16271174047980252, True, 69)
0.781862745098;(0.9600745856420749, True, 0.16271174047980252, True, 69)
0.78431372549;[0.9600745856420749, True, 0.3692440211139384, True, 13]
0.786764705882;[0.6208162609472352, True, 0.16271174047980252, True, 4]
0.799836601307;[0.6208162609472352, True, 0.16271174047980252, True, 4]
0.799836601307;[0.6208162609472352, True, 0.16271174047980252, True, 4]
0.799836601307;[0.6208162609472352, True, 0.16271174047980252, True, 4]
0.799836601307;[0.6208162609472352, True, 0.16271174047980252, True, 4]
