0.768790849673;(0.4083353018924897, True, 0.32593028614677566, True, 24)
0.768790849673;(0.4083353018924897, True, 0.32593028614677566, True, 24)
0.778594771242;[0.8887536671399558, True, 0.39213095285301924, True, 20]
0.78022875817;[0.4083353018924897, True, 0.014703927728999089, True, 24]
0.78022875817;[0.4083353018924897, True, 0.014703927728999089, True, 24]
0.78022875817;[0.4083353018924897, True, 0.014703927728999089, True, 24]
0.781862745098;[0.7924194353837528, True, 0.15698624033736663, True, 42]
0.803921568627;[0.57067849001947, True, 0.014703927728999089, True, 27]
0.803921568627;[0.57067849001947, True, 0.014703927728999089, True, 27]
0.803921568627;[0.57067849001947, True, 0.014703927728999089, True, 27]
